"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","yearOnly","region","countryDes","incomeLevel"
"Bangladesh","Bangladesh2013",12,2.69721483376985,2.77012219159956,0.48186801275685,0.552761927952794,0.1779621075971,0.153940254433243,1.83333333333333,2,3,2.513241952136,2.54233359598687,0.716706129610275,1.00699616790614,0.0296586811595169,0.00731710022422147,1.06037363102346,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Bhutan","Bhutan2015",14,2.21256510165686,2.23009652312905,0.527793878647772,0.853163709184624,0.00401545113693255,-0.00286670783384632,1.40881864946544,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",9,2.28794722544799,2.44705721589904,0.661094338648993,0.834695240225523,0.282804929698625,0.317255723278259,NA,2,5,2.09997727279095,2.09129445001169,0.346685098870911,0.769602622578118,0.066494075907206,0.0522363523603727,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Chile","Chile2010",9,2.13976861895499,2.13025883867435,0.568341652255263,0.831727899466763,-0.0279150728909387,-0.229535847117075,1.54400769715534,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"Egypt","Egypt2013",32,2.24448039408187,2.01842105429493,0.67822073405386,0.706602042219375,0.28327261571438,0.309578564915968,1.20902634990884,3,5,3.00090273835578,2.75827437401536,1.44865663236912,2.78289275359688,0.540108458255962,0.263595423069697,14.5662134459582,22,1.69443724208822,1.63783462643133,0.378221507319196,0.312032443931981,-0.0107422343768111,-0.016509300613211,0.509527348549856,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"India","India2014",8,2.4797195361412,2.29272207758601,0.392390717400715,0.674229776957393,-0.135100786987922,-0.0206185333117247,0.145833333333333,0,8,3.15085024142262,3.05205841073015,0.394326239314173,0.556978577110568,-0.103392223439402,-0.00681182239073117,0.67396822824922,49,2.54101487104867,2.49250451820508,0.45888944736427,0.493922511578782,-0.137264265075769,-0.0760813014455691,0.4,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",15,2.19735873836539,2.35707760193526,0.701034555613709,0.259357208608836,0.455442717030529,0.116237151980181,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Madagascar","Madagascar2013",NA,NA,NA,NA,NA,NA,NA,NA,0,5,0.809403046390666,0.687960008027192,0.547712017653133,1.08072430454073,-0.00761941983400519,0.0857794460756392,10.6577226638952,16,0.44783059460456,0.418334440835777,0.63876962709075,0.715996351903474,-0.0674467385465225,-0.0944991600018259,1.05756003368617,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Russia","Russia2012",20,1.96696323732453,1.90914833826608,0.507044393456961,0.807063719960585,0.0339019240342351,-0.0570592949154758,1.16088367049903,1,NA,NA,NA,NA,NA,NA,NA,NA,8,1.92059311335111,1.74570045217958,0.496590880250297,0.526589833551434,-0.0486252322802405,-0.0527167974451057,1.04218270858444,"2012","Europe and Central Asia","Russian Federation","High income"
"SriLanka","SriLanka2011",15,2.31614834214172,2.40035834615407,0.255070194853103,0.256620259218242,0.016975251394921,-0.129640688591998,0.926023546496867,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","South Asia","Sri Lanka","Lower middle income"
"Vietnam","Vietnam2009",8,2.8807293557541,2.81933207497147,0.326731860828573,0.729842131635134,0.0937522570069207,0.0968095206643015,1.82834668740226,0,7,3.41964069727714,3.33650152764771,0.707821094414182,1.35064027443112,-0.138372070476444,-0.00445281055284268,0.811714242203172,13,2.80762948921973,3.13996404949352,0.498187648055902,0.850439845924104,0.230394998430036,0.0895450009914035,3.19801774560447,"2009","East Asia and Pacific","Vietnam","Lower middle income"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
