"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","yearOnly","region","countryDes","incomeLevel"
"Bangladesh","Bangladesh2013",13,1.22451255359291,1.12058660472224,0.65520399923662,0.400247667570426,0.0348570879795525,0.00503483247272484,1,1,5,3.97903564154926,4.17703779491122,1.96599236289514,1.45334948337549,-0.0312165930544808,0.0592584315435064,1.82645954666834,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",46,1.65544693246451,1.40399699312596,0.683598901638557,0.874747704441056,0.0797251903008676,0.0679231809861164,1.35166553937595,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"China","China2012",87,2.18036806450896,2.18392027441577,0.72979425423406,0.81684675802343,0.703722403322518,0.727272099217618,0.998185974922613,0,12,2.47742998902833,2.44391090396824,0.67389175218709,0.958435520947205,0.0609665840706863,-0.107809296049003,3.09091780764366,8,2.87899374560774,2.81250742559703,0.684496816665533,0.936277739683756,-0.155247695696977,0.0527133802850688,0.3114080875155,"2012","East Asia and Pacific","China","Upper middle income"
"India","India2014",53,2.44330881167748,2.40124434516243,0.688199585932114,0.883598958091223,-0.0681255360610767,-0.127884429592044,0.936499670080157,2,4,2.27124531870795,2.26629072379701,0.187264630127754,0.0559718280128658,0.151228625581938,0.0716279086272442,1.4766982973436,131,2.73994695159669,2.81840494705978,0.713845604018312,1.24843337665181,-0.00853977896957512,0.209104272831672,0.457429815967668,"2014","South Asia","India","Lower middle income"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
