"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","yearOnly","region","countryDes","incomeLevel"
"Bangladesh","Bangladesh2013",NA,NA,NA,NA,NA,NA,NA,NA,0,94,-0.746660884804628,-0.991208967028214,1.14955272298033,1.62032377979752,0.458752661215306,0.399014886260442,1.0536546939802,4,-0.570115442135639,-0.841223484333924,1.34231139104021,2.29310608327959,-0.191716049151276,0.02717083552683,0.0204018974407669,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",NA,NA,NA,NA,NA,NA,NA,NA,3,74,1.98931350176663,2.00144902359136,0.991842255308487,1.25784412842359,1.01213925895845,0.736125129852853,2.44188721181379,43,2.41112223037423,2.11978772010363,1.19343045405359,1.08660923424913,0.132617390972019,0.0118405439969433,1.48129820753111,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Egypt","Egypt2013",NA,NA,NA,NA,NA,NA,NA,NA,5,53,0.706351543661345,0.714202267172433,0.703824326359582,0.665455571324783,0.346021410555634,0.365343254147943,1.06080363828657,2,1.80913008317265,1.80913008317265,0.114033763589056,0.161268095036091,-0.0201585118795113,-0.0201585118795113,0.8,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"India","India2014",NA,NA,NA,NA,NA,NA,NA,NA,0,23,0.0138921347325329,-0.0894659285003332,1.14497417320357,2.01669321433367,0.200116457253821,0.513579624565049,3.48921459023553,NA,NA,NA,NA,NA,NA,NA,NA,"2014","South Asia","India","Lower middle income"
"Mexico","Mexico2010",NA,NA,NA,NA,NA,NA,NA,NA,1,22,0.238533818848127,-0.0792368759081051,0.828196008697059,0.960410290616982,1.09303145691551,0.860025897351344,1.08002743911676,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Mexico","Upper middle income"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
