"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","yearOnly","region","countryDes","incomeLevel"
"Bangladesh","Bangladesh2013",NA,NA,NA,NA,NA,NA,NA,NA,0,2,2.35380168191161,2.35380168191161,0.493558680208728,0.697997379378148,-0.102156000462729,-0.141780717686186,0.827298377941528,35,1.63521812487813,1.48128802070794,0.631363757804961,0.832799649459472,0.00175532153598987,-0.00554019847171962,1.50347979088933,19,1.51381378329604,1.40608238183434,0.63222871244433,0.577299845766804,0.0910754403320743,0.110598210199443,0.666250492068736,"2013","South Asia","Bangladesh","Lower middle income"
"Chile","Chile2010",NA,NA,NA,NA,NA,NA,NA,NA,5,9,7.73509597926024,7.8943580016378,1.02951141284727,1.58037569372582,0.0607063930314644,-0.0179952856929192,1.44879663500998,11,6.03800512507649,6.06772138466018,0.364112353724407,0.535652846401248,0.0694474106247161,0.0466766228657001,1.23024974706156,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",NA,NA,NA,NA,NA,NA,NA,NA,3,3,1.49214737890803,1.53579147041376,0.131539551257306,0.251984511448248,0.0281535973839268,0.0281535973839268,1,3,2.20476784593657,1.93223064142576,0.54007688998616,0.971504320432522,0.00405947662057081,-0.000348001331335196,0.880137372549337,9,2.10780021137372,2.13629292726567,0.315588471597434,0.297260494750915,0.0218975317350249,0.00668852596439271,0.551009305788954,"2012","East Asia and Pacific","China","Upper middle income"
"Colombia","Colombia2010",NA,NA,NA,NA,NA,NA,NA,NA,0,2,2.24601643897024,2.24601643897024,0.297953645590463,0.421370086552539,0.0756829767108929,0.0756829767108929,1.56060606060606,9,1.68898957971342,1.44178669941005,0.624916206849067,1.2169347757131,0.226815453878532,0.0767756646759123,1.5,4,2.12563534135736,2.2083958232399,0.503750475861396,0.270996718957548,-0.010841174723389,-0.0585099679294922,0.951917430207092,"2010","Latin America and Caribbean","Colombia","Upper middle income"
"Egypt","Egypt2013",NA,NA,NA,NA,NA,NA,NA,NA,3,4,1.51461352634385,1.45731833210263,0.688893244964509,0.57395227305582,0.410511510785599,0.334162826181808,1.45372233095682,20,1.55291980376871,1.64652866794473,0.918592282056096,0.545131374934279,0.200121999408336,0.145252631066923,1.30975105332276,15,1.86352000745305,1.74024783064135,1.02196163832866,1.78562556324385,0.0483866875567298,0.0765501322037381,1.51809082685253,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ghana","Ghana2013",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,16,2.07514547586548,2.27173485358454,0.899435836573452,0.832182931957405,-0.0573062063217648,-0.0565679991998667,0.931843692659836,14,1.72944591930369,1.72344610177652,0.422248228625912,0.598910769186972,-0.00350326914106988,-0.00182850062796143,0.78411360106501,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"India","India2014",NA,NA,NA,NA,NA,NA,NA,NA,4,7,2.40996127243216,2.38289562991462,0.136194157635362,0.171025361936827,0.0394569210911953,0.00811657256124114,1.66514484335575,18,1.79831521098963,1.7445848862825,0.586684843753557,0.7742606646935,0.0679296036464082,0.160188905975693,1.11380510919472,48,2.37021219705159,2.45203249465892,0.720829217411394,1.14647757219214,-0.0269824034655981,0.0484472254253304,0.798195603600853,"2014","South Asia","India","Lower middle income"
"Jamaica","Jamaica2010",NA,NA,NA,NA,NA,NA,NA,NA,0,2,1.7775075707292,1.7775075707292,0.125968414775946,0.178146240606782,-0.0157902350240144,-0.0158623364923847,0.818604653685592,7,1.90551959486521,1.93654525403921,0.315045682901552,0.567283079473432,0.00304424528843169,-0.0133274050102148,0.709971562336227,7,2.0054131120344,1.9640391348912,0.414530682694735,0.656915973116373,0.123292681769024,0.125103564402418,1.07455039081463,"2010","Latin America and Caribbean","Jamaica","Upper middle income"
"Nigeria","Nigeria2014",NA,NA,NA,NA,NA,NA,NA,NA,3,2,4.38499264779901,4.38499264779901,4.94930652828398,6.99937641664091,1.7126133785398,1.7126133785398,1.95833333333333,20,3.72651933245192,3.1189688938489,2.62018471331077,2.04370271916268,0.154630875244037,0.103776951328777,1,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Russia","Russia2012",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,18,5.98685949022335,6.12659863769535,0.573727039534235,0.265283440738528,-0.101282677635971,-0.0659338064619684,0.5,13,5.8027534136271,5.82945543723741,0.432950883988961,0.446029764144978,-0.038818262338525,0.00829190388872893,0.953483192421347,"2012","Europe and Central Asia","Russian Federation","High income"
