"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","yearOnly","region","countryDes","incomeLevel"
"Bangladesh","Bangladesh2013",30,-1.93713800097453,-1.95679105778857,0.846607095372321,0.762149479260531,0.467934568276898,0.529703641144287,0.354678690413932,2,41,-2.1170842921026,-2.10466509959668,0.524893907980406,0.589924295545206,0.582068694682875,0.653274944029333,0.404847264131308,12,-1.91055639533591,-1.6084589644599,0.775759706292032,1.27112749790514,0.674431642136727,1.17588645248844,4.8960398566195,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",82,1.425501260892,1.30279068531933,0.836925585997827,1.02185222183349,0.129183616177024,0.105258095742684,1.10120028760255,1,36,1.26247486760972,1.30074770730502,0.548991290631149,0.545986390063828,0.145792654142861,0.137929131292476,2.17292090194704,14,2.07088818748042,2.06067475249087,0.737222473658852,0.88714412752088,0.210549670719664,0.227024822322275,0.941198532222717,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Drc","Drc2013",13,-6.91508629370598,-7.01900958470084,0.339665380362856,0.345511595751372,-0.00860326412529164,-0.0334667976000114,0.666497219792599,3,14,-6.81883901984637,-6.66770164908245,0.826168018948196,1.00574959207049,0.119829373458802,0.115709906153634,0.837302157648624,2,-5.90053232671389,-5.90053232671389,1.35915154094685,1.92213054252732,0.769528419545215,0.86575301295652,11.179100088601,"2013","Sub-Saharan Africa","Congo, Dem. Rep.","Low income"
"Egypt","Egypt2013",32,0.527569031559413,0.442307254633862,0.86008547702137,1.17889809191827,0.0425255243586307,-0.722220692861361,2.17991174554283,9,46,0.383007052400177,0.215453801072263,0.667716953152382,0.644411275646798,-0.0740407393219754,-0.546336199594025,0.47562446520339,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"India","India2014",5,-2.32201223575188,-2.27993498493075,0.270566862953799,0.497714609728071,-0.00126703996636013,-0.0106149975257773,1.32028210444742,3,23,-1.80562286168871,-2.02388851844613,0.839527465950316,1.19551054404682,0.158357353531791,-0.0397085873729251,1.22407250454352,NA,NA,NA,NA,NA,NA,NA,NA,"2014","South Asia","India","Lower middle income"
"Iraq","Iraq2011",NA,NA,NA,NA,NA,NA,NA,NA,0,20,-4.11605916424397,-4.23567019947681,0.782967539345876,0.587265489682097,0.0892120405618328,0.100330845219536,0.971419728639721,2,-4.65206311074538,-4.65206311074538,0.305091575304114,0.431464643560851,0.03613976457111,0.0359553869634043,1.19193784696773,"2011","Middle East and North Africa","Iraq","Upper middle income"
"Mexico","Mexico2010",37,0.0120004517439654,-0.207622216240151,0.732106658741164,1.2624815694449,0.435503868249584,0.366542125117628,1.26134911171315,0,45,-0.492554331737178,-0.703121572871884,0.641251093943112,0.721359801187276,0.446480103283173,0.359921892527021,1.06348070666531,28,0.254935866364504,0.112784825238563,0.796267336967154,1.04708618496017,0.170104687574359,0.139245293761816,1.12566046804722,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Nepal","Nepal2013",17,-4.54004964333918,-4.44355144737823,0.45127015994546,0.843140916043168,0.103860456994809,0.035492594447805,0.980255126565498,2,5,-4.42402620005453,-4.29809962088203,0.361462440059904,0.613853277253961,0.0125589646946324,0.0254630441459788,0.978496345654238,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Nepal","Low income"
"Nigeria","Nigeria2014",26,-1.80185348966367,-2.74911969520176,2.0916360521895,2.03875273713146,0.653877301550487,0.843318860027559,1.01613756267336,0,18,-0.0270540822138995,0.731811568189677,2.39601555891428,3.31792825000465,-0.490529474238729,-0.43335727230174,0.624581513080777,4,3.51642001839099,4.20037829773412,6.28423212513626,10.2078760334682,0.0430884509538959,0.604669113384112,1.12716073136305,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Philippines","Philippines2009",2,-1.9410007532666,-1.9410007532666,0.081214210218881,0.114854237548961,0.00805760959443068,0.00957118646241343,1.10520744777449,3,8,-1.38766564031211,-1.3363591648788,0.344790500744616,0.68020804025001,0.0369618195871573,0.0119206646461675,0.495818411197401,4,-1.09133638314988,-1.11629054699547,0.172297735158707,0.245517102628272,0.0429422535224213,0.131253522761572,1.1928632369293,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Russia","Russia2012",2,-0.0716288358954104,-0.0716288358954105,1.68421479196066,2.38183940074014,-0.780455985354909,-0.770595100239458,0.599228447420483,0,17,-0.858502086126717,-0.892984033613843,0.463020915233889,0.690701234838812,0.0611632414760799,-0.357909020780399,1.32716131611578,4,-0.872596182380439,-0.725036000898838,1.09020269190985,1.65751097992491,-0.821135974566334,-1.04053243418341,0.21665039541122,"2012","Europe and Central Asia","Russian Federation","High income"
