"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","yearOnly","region","countryDes","incomeLevel"
"Bangladesh","Bangladesh2013",12,3.5071011074674,3.72625012981085,1.03287347148483,1.01131243817588,0.381026107901684,0.350100107287451,1.83333333333333,2,3,3.02029413794144,3.07936273193681,1.63506492130603,2.27936698621243,0.0664240238175525,0.0148675806070525,1.06037363102346,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Bhutan","Bhutan2015",14,2.55632604689316,2.84871666024908,0.689581384910412,0.961595249518112,0.04326346373334,0.0790622686403889,0.894273095422618,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",10,2.8856782230459,3.17264199995897,0.809379283565042,1.15555398096448,0.350830996211055,0.425597028781592,1.29287997272859,0,6,2.68972064556139,2.7134744149214,0.636841528749924,0.887080264867462,0.345748958125969,0.25585257922958,3.85304253330148,3,3.72694547080646,3.68623200593604,0.877362708729696,1.14739794527295,-0.206123348562467,-0.199921946150348,0.390569027719187,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Chile","Chile2010",9,3.43020234280955,3.54413365739645,0.5264874272744,0.588033055277702,-0.0265284020606307,-0.0769712989398343,1.83420597318053,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"Egypt","Egypt2013",35,2.28765793856918,2.28019850093584,0.647264404079258,0.692356826847169,0.374886051536109,0.497010464297249,1.00914047957405,0,5,4.1237855967734,3.76046032122959,2.70167957298091,5.25370985650606,1.03279043500907,0.343790606932914,14.5662134459582,27,2.64724229702128,2.25019233474844,1.21929646079769,1.29372562872062,0.363248676965608,0.239703608055766,0.627012769674988,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"India","India2014",8,3.25417140017605,2.93815510119844,0.712090246166279,1.13311693625816,-0.238854851681954,-0.0336761943402998,0.167045239154877,2,6,4.48373689190021,4.50670801831123,0.300084909687853,0.414015694670214,-0.0649272192473579,-0.016434268918364,0.834436069062822,50,3.41531364392456,3.20725426425252,0.647094071776302,0.715031074076521,-0.120056685556043,-0.0129701295835084,0.506899023762596,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",18,3.62590182896784,3.39917473884545,1.21441813747003,2.22821374587583,0.539610042336456,0.203568983787628,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Madagascar","Madagascar2013",NA,NA,NA,NA,NA,NA,NA,NA,0,5,-1.20804070797193,-1.22022215509681,0.559463250597856,1.0715936197723,0.0964906482750243,0.179384003883573,9.1351908547673,17,-1.39138383157849,-1.50742603221508,0.910565970880392,1.23894059510919,-0.110019938322631,-0.155660623720668,1.16666666666667,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Russia","Russia2012",23,3.44015358566568,3.63542433225728,0.842261560058533,1.09598206499586,0.112367225417056,-0.180385767090997,1.14249996929773,1,NA,NA,NA,NA,NA,NA,NA,NA,9,3.25389623363225,3.03559500769065,0.698562864956653,0.688595271880907,-0.0727518391186869,-0.0810321884450176,0.985469632025479,"2012","Europe and Central Asia","Russian Federation","High income"
"SriLanka","SriLanka2011",17,2.82593223922288,2.92098446343858,0.612703487878398,0.634400278437685,-0.0192759534443907,-0.24602887953283,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","South Asia","Sri Lanka","Lower middle income"
"Vietnam","Vietnam2009",8,3.96202111213266,3.8071013009132,0.648435514922105,1.34678227665205,0.166287786457079,0.291045582511829,1.91379737084167,0,7,4.5355744950518,4.4355236086242,0.935915387614973,1.69399171408894,-0.185346408148642,0.0309294975079653,0.986511550460225,13,3.96022277938634,4.04937880976085,0.699588295999969,1.46143719906906,0.18003462886035,0.095989766363871,2.99891406069081,"2009","East Asia and Pacific","Vietnam","Lower middle income"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
