"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_Foreign Ownership","mean_Foreign Ownership","median_Foreign Ownership","sd_Foreign Ownership","iqr_Foreign Ownership","OPcov_Foreign Ownership","OPcovNoWeights_Foreign Ownership","indAlloc_Foreign Ownership","N_Local Ownership","mean_Local Ownership","median_Local Ownership","sd_Local Ownership","iqr_Local Ownership","OPcov_Local Ownership","OPcovNoWeights_Local Ownership","indAlloc_Local Ownership","yearOnly","region","countryDes","incomeLevel"
"China","China2012",NA,NA,NA,NA,NA,NA,NA,NA,4,75,1.71546981595317,1.65073309012991,0.386397761401451,0.382139451687096,0.378464091865084,0.353519475687381,0.837141535019065,NA,NA,NA,NA,NA,NA,NA,NA,"2012","East Asia and Pacific","China","Upper middle income"
"Egypt","Egypt2013",NA,NA,NA,NA,NA,NA,NA,NA,2,30,1.35718341519303,1.25298998662838,0.316778333000682,0.0141003114620393,-0.0429182374098103,0.296634162339034,5.67443099985593,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"India","India2014",NA,NA,NA,NA,NA,NA,NA,NA,0,202,1.55639496969931,1.40832778473159,0.473208734542827,0.598133118086572,-0.0626768351387105,-0.0250232887912438,0.503803356069645,NA,NA,NA,NA,NA,NA,NA,NA,"2014","South Asia","India","Lower middle income"
"Philippines","Philippines2009",NA,NA,NA,NA,NA,NA,NA,NA,1,19,1.94402935441455,1.2970915186312,1.2741349643818,1.47915652059598,0.152209574253601,0.70615604319198,0.14505042684938,8,2.55278870307067,2.49014938253374,1.04216366637953,0.600187528909676,-0.0350633935040101,-0.0716074818638965,14.0268632775243,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Russia","Russia2012",NA,NA,NA,NA,NA,NA,NA,NA,1,38,1.6183120952178,1.53644205097544,0.373498051523853,0.584852971116359,0.135443630954943,0.243872298551219,1.25014486336132,NA,NA,NA,NA,NA,NA,NA,NA,"2012","Europe and Central Asia","Russian Federation","High income"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
