"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","yearOnly","region","countryDes","incomeLevel"
"Bangladesh","Bangladesh2013",NA,NA,NA,NA,NA,NA,NA,NA,2,32,1.40092231801435,1.31102353290795,0.488623678791586,0.376929155048522,0.227555129462021,0.277276767445889,2.08333333333333,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"China","China2012",NA,NA,NA,NA,NA,NA,NA,NA,0,45,1.42264972228979,1.26902713849878,0.455632083818021,0.623669555613503,0.0201856374776501,0.119017077405862,0.460110347251476,18,1.3787631021913,1.36595253428519,0.303958351262646,0.3496711243675,0.0453423501571589,0.469993952296734,1.0477947428582,"2012","East Asia and Pacific","China","Upper middle income"
"Egypt","Egypt2013",NA,NA,NA,NA,NA,NA,NA,NA,10,47,1.09371297456902,0.949954825033914,0.334811344447765,0.605472844053446,0.0282460095374333,0.260130982197062,0.255189026207284,2,2.00222515603072,2.00222515603072,0.0193454917643941,0,-0.00676532002984367,-0.00736579222184163,0.43125,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"India","India2014",NA,NA,NA,NA,NA,NA,NA,NA,4,272,1.4033284395221,1.3195937068,0.453591031724317,0.540743227632646,-0.143539244188053,-0.00899154676017717,0.888888888888889,31,1.41299896217052,1.24353737597499,0.439311911440965,0.767065318423299,0.222048586264988,0.227512201438456,3.75446388210081,"2014","South Asia","India","Lower middle income"
"Nepal","Nepal2013",NA,NA,NA,NA,NA,NA,NA,NA,12,3,-1.12226680760264,-1.12201444800371,0.031639514556918,0,-0.0268496535616657,-0.0220858592114171,0.176413549034474,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Nepal","Low income"
"Vietnam","Vietnam2009",NA,NA,NA,NA,NA,NA,NA,NA,1,9,0.705892408971155,0.868859352607496,0.479935925325441,1.01362290666241,0.211460406872453,0.058136328952434,3.75,8,1.4295969636409,1.24745814392573,0.640292454554945,0.801881950664637,-0.00456260397224191,0.0127028308708323,0.820599688523119,"2009","East Asia and Pacific","Vietnam","Lower middle income"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
