"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_Large","mean_Large","median_Large","sd_Large","iqr_Large","OPcov_Large","OPcovNoWeights_Large","indAlloc_Large","N_Medium","mean_Medium","median_Medium","sd_Medium","iqr_Medium","OPcov_Medium","OPcovNoWeights_Medium","indAlloc_Medium","N_Small","mean_Small","median_Small","sd_Small","iqr_Small","OPcov_Small","OPcovNoWeights_Small","indAlloc_Small","yearOnly","region","countryDes","incomeLevel"
"Bangladesh","Bangladesh2013",NA,NA,NA,NA,NA,NA,NA,NA,0,36,4.63707831367447,4.66652806713505,1.03007720326803,1.56095111302233,-0.397657571173104,-0.33965692327867,0.814475950907896,36,3.78683205300269,3.85856529561855,1.07089658405263,1.49399630341342,-0.0191760679876607,-0.0199304760113824,0.672944421093931,31,3.55169164685059,3.53037834664833,0.973796748889511,1.07080081164452,0.0528980051144802,0.044635454480298,2.09686103872749,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",NA,NA,NA,NA,NA,NA,NA,NA,1,26,3.3927586242283,3.56231146620359,0.789981323453097,0.464578503914826,0.0973291907088785,0.131180268794645,1.26558349590076,52,2.64869362570479,2.593340095556,0.646089792299527,0.87355021998669,0.0698828560711408,0.0850505030189946,1.29529236351449,43,2.85137106764145,2.26962864444466,1.55210087782157,1.52835679676651,0.0443148359200022,-0.0682459616542037,0.936888599429614,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Egypt","Egypt2013",NA,NA,NA,NA,NA,NA,NA,NA,0,7,3.20217212328306,3.10201129542812,1.08917062977169,1.6027957254816,-0.116857725979594,-0.148338031140698,0.551736106475194,25,2.84732305474094,2.98235468532683,1.25573773770854,2.06617207859832,0.0334001317772514,0.0912589055514826,0.717160127295372,46,2.33882372880781,2.37234732528787,0.929851067275549,0.934033836389894,-0.0231457370788236,-0.00627346835070031,0.657756827367828,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"India","India2014",NA,NA,NA,NA,NA,NA,NA,NA,2,6,4.3937268690236,4.37764272103658,0.7123192910528,0.78526631489196,0.251326549215182,0.277854151614876,1.93418882476667,22,4.61242808383511,4.55830435286387,0.993071628909242,1.55914518639626,-0.175472794988378,-0.062517317341981,0.799782534653925,2,3.03751860934426,3.03751860934426,0.0252227986148445,0.0356704238821184,0.00239015425725155,0.00254788742015131,1.11255277010581,"2014","South Asia","India","Lower middle income"
"Mexico","Mexico2010",NA,NA,NA,NA,NA,NA,NA,NA,8,9,3.6072942419665,3.34194437138745,0.782112663994097,1.14176102456273,-0.000663390351247753,0.0325239727849179,0.0595175123168454,6,2.94957224210314,2.82884213152575,0.497855855350455,0.587649397639163,-0.123448261800836,-0.0381311341350089,0.81251898611202,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Peru","Peru2010",NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,3,2.59772193244361,2.59206483697726,0.0818159817484468,0.0821500751150843,0,0,1,5,2.42130464191043,2.35370691803414,0.882361209706556,0.898165024642537,0.100080278718473,0.100871963324479,2.5,"2010","Latin America and Caribbean","Peru","Upper middle income"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
