"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","yearOnly","region","countryDes","incomeLevel"
"Bangladesh","Bangladesh2013",NA,NA,NA,NA,NA,NA,NA,NA,2,8,1.86528221863761,1.79061798708496,0.349424215734433,0.436171268037977,0.492478455896877,0.458161242052076,1,9,1.57360338554606,1.53839473584472,0.253454516097749,0.25413646818004,-0.173784988975041,-0.237751437239071,0.1259613778928,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,51,1.92368158065194,2.01872630016331,0.401212929462778,0.297872948879753,0.0764452019856177,0.170966628701819,9.76370186076963,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"China","China2012",NA,NA,NA,NA,NA,NA,NA,NA,5,64,2.21928124482497,2.00905094999478,0.510086549427834,0.5381231711035,0.0662592930329338,0.0555294302022202,0.881883418782926,24,1.95513379624072,1.91031908399956,0.468258653493443,0.60297211183094,0.881505920793746,0.735642523517979,1.7002226310599,6,1.66912254641167,1.66187407465188,0.122039431068875,0.119356714969543,0.0415678701356666,0.0519893260577162,0.908216241359247,"2012","East Asia and Pacific","China","Upper middle income"
"India","India2014",NA,NA,NA,NA,NA,NA,NA,NA,0,65,2.19384323475507,2.19723547357893,0.693238953324006,0.92029876026665,-0.168426683320123,0.00357516395070002,0.220700836159129,96,2.17678171202214,2.11393316440753,0.436148921260556,0.640813979041631,0.00756501581572576,0.061327904905916,0.940307879774776,27,1.97762455406733,1.83786477124902,0.43320079200251,0.787396939545966,0.246450031091321,0.219263326697109,1.40773314943091,"2014","South Asia","India","Lower middle income"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
