"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","yearOnly","region","countryDes","incomeLevel"
"China","China2012",61,2.27990398539886,2.34421883443956,0.457340191077397,0.54444285991566,0.0529014853011415,0.0756476855588758,1,4,6,2.53256865757823,2.58408709965561,0.742089973684325,0.492621111861187,0.0370181368941836,0.0775649491220292,1.28521948813578,10,1.85060584457398,1.94219044616716,0.763151293872228,1.48531268242692,0.398538797695256,0.0530005907018704,9.09860344694332,"2012","East Asia and Pacific","China","Upper middle income"
"Egypt","Egypt2013",NA,NA,NA,NA,NA,NA,NA,NA,6,13,2.52606151015745,2.96620303461349,0.978986964091551,1.62489946037169,-0.357535578099984,-0.155850077353148,1.19126010694966,15,1.85414780330518,1.13773340340926,2.24490174520822,3.18959708152522,0.760716116749487,1.1329892983449,2.29662483240069,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"India","India2014",65,1.93677869360353,1.72931558844482,0.610280853205335,0.822123610477583,-0.0780749232608814,-0.117008425792892,0.358779980072008,10,21,2.01134281613866,2.09384793952614,0.417803982340044,0.419277364247808,0.101204860177293,0.0725987054562139,1.69482358141589,111,2.46412462775443,2.36057634482143,1.02961453891746,1.79873583250171,0.132983081102335,0.00500849384148326,2.55514787852724,"2014","South Asia","India","Lower middle income"
"Mexico","Mexico2010",2,1.89782235259384,1.89782235259384,0.0296846363012193,0.041980415251297,0.00492363604705424,0.00699673587521617,1.71976898814766,8,NA,NA,NA,NA,NA,NA,NA,NA,8,2.13741545828779,2.18012465414837,0.559486397710467,0.593549777515527,0.193085142875792,0.223902895020856,3.00450819455022,"2010","Latin America and Caribbean","Mexico","Upper middle income"
"Philippines","Philippines2009",4,2.52381473206098,2.09478324357962,1.08939468645521,2.05561396170997,-0.0387559983641053,0.0186888655032182,3.33333333333333,0,22,2.6646149443077,2.32652641258724,1.51943830430484,2.17203350711243,-0.171789545141724,-0.224002687128388,0.523279963457031,7,1.66968342381312,1.09695785517643,1.24161675994618,1.98980936095429,-0.533906961970851,-0.530044300574838,1,"2009","East Asia and Pacific","Philippines","Lower middle income"
"Russia","Russia2012",9,2.99557846282391,2.7178785161349,0.779847914575703,1.33513021178722,-0.141749848201145,0.0785221292654593,0.54667078062972,2,4,2.12653777373794,2.10642074999378,0.219801620849341,0.219515894445859,0.238040744635818,0.182545262925605,0.942294352014518,25,2.61885797764225,2.49796523823749,0.715098489390952,0.746149288517149,-0.221980436230491,-0.0376096118206945,2.19763809582575,"2012","Europe and Central Asia","Russian Federation","High income"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
