"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","yearOnly","region","countryDes","incomeLevel"
"Bangladesh","Bangladesh2013",NA,NA,NA,NA,NA,NA,NA,NA,0,17,-0.679201686485212,-0.854058624092516,0.741959715660141,1.25447911481875,0.105964276060893,0.145165292817412,4.15403923809925,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Bhutan","Bhutan2015",NA,NA,NA,NA,NA,NA,NA,NA,0,15,-1.19115987397868,-1.24603855495531,0.77520715276798,1.1219844608317,0.133878517984482,0.0953184354877193,0.967730138077982,NA,NA,NA,NA,NA,NA,NA,NA,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",NA,NA,NA,NA,NA,NA,NA,NA,0,14,3.37415723695487,3.41786997563461,1.01466997544817,1.50010456869499,-0.103839098756553,0.303228966148628,1.03958457755114,2,2.06369047721285,2.06369047721285,0.655954195681715,0.927659319828617,0.258736689702588,0.283451458836522,2.77142419879118,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Chile","Chile2010",NA,NA,NA,NA,NA,NA,NA,NA,1,16,-1.77369043900877,-1.6446642940217,0.593070031968641,0.993366651142766,0.497239046596665,0.577648303651353,1.5710265830699,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"Egypt","Egypt2013",NA,NA,NA,NA,NA,NA,NA,NA,4,51,0.803299476936515,0.702962682296271,0.792763849039642,0.807122445218562,0.364365784284741,0.703000922946908,1.32010769481901,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"India","India2014",NA,NA,NA,NA,NA,NA,NA,NA,0,56,-0.29493129567365,-0.405556098542045,0.702317707449746,0.960305649693023,-0.0249912999452041,0.0565944933431967,1.42857142857143,NA,NA,NA,NA,NA,NA,NA,NA,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",NA,NA,NA,NA,NA,NA,NA,NA,0,15,-4.34971571549044,-4.80712868207285,1.04695843266197,1.41486322821532,-0.0212401417005866,-0.495184935890951,1,NA,NA,NA,NA,NA,NA,NA,NA,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Madagascar","Madagascar2013",NA,NA,NA,NA,NA,NA,NA,NA,1,19,-7.79560563485143,-7.77221009610546,0.942753646538455,1.52591166181118,0.235925666949784,0.110881341559186,1.12606152239575,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Russia","Russia2012",NA,NA,NA,NA,NA,NA,NA,NA,0,26,0.361949778270619,0.233021451187328,0.779088224751765,1.64388619460018,0.362371786320581,0.200942854541084,1.71583604701336,NA,NA,NA,NA,NA,NA,NA,NA,"2012","Europe and Central Asia","Russian Federation","High income"
"SriLanka","SriLanka2011",NA,NA,NA,NA,NA,NA,NA,NA,0,16,-1.50341049912174,-1.50491953473372,0.455771652834649,0.549876026709148,0.17764827159186,0.255893154715282,1.06742416999013,NA,NA,NA,NA,NA,NA,NA,NA,"2011","South Asia","Sri Lanka","Lower middle income"
