"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","yearOnly","region","countryDes","incomeLevel"
"Bangladesh","Bangladesh2013",NA,NA,NA,NA,NA,NA,NA,NA,0,68,-0.733145419840388,-1.01581137518148,1.185969177492,1.67762734486068,0.150778338937067,-0.00837990573030719,0.851806124592197,19,-1.01213386861781,-1.32378832545925,0.943744090730395,1.00986956735015,0.660922181469981,0.730158527033496,1.99571040163545,11,-0.403291421515213,-0.711591872398573,1.21988706678095,1.60544509138676,0.898832128692194,1.02724769032234,2.00910037929,"2013","South Asia","Bangladesh","Lower middle income"
"Brazil","Brazil2009",NA,NA,NA,NA,NA,NA,NA,NA,3,72,2.2148758727261,2.10860952453638,0.985434139496353,1.20588080958148,0.817973792776316,0.59066808998015,1.53920202904264,45,1.99028897702382,1.6054655820242,1.19723315370042,1.19980261201565,0.276373945201644,0.304122049540133,1.4694472064151,NA,NA,NA,NA,NA,NA,NA,NA,"2009","Latin America and Caribbean","Brazil","Upper middle income"
"Egypt","Egypt2013",NA,NA,NA,NA,NA,NA,NA,NA,3,36,0.686595709433693,0.781331236807131,0.654623531729642,0.64416892117066,0.271275776218681,0.352555964921367,0.943934357812573,14,1.24686010724236,1.54270605005287,1.03579019935338,1.6418588956508,0.483127931973649,0.462593766529023,4.69484915392357,7,0.405107113566233,0.118129968341275,0.605146823074703,0.458966958691565,0.0888222822819311,-0.0858811943351059,1.07367969889441,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"India","India2014",NA,NA,NA,NA,NA,NA,NA,NA,0,9,-0.14778260975926,-0.27311219823835,0.764129247512251,1.05876016994302,0.453969393825632,1.09685925822643,1.07486606294499,11,-0.43924648080789,-1.01574578035519,1.09942471368386,2.05499658950053,0.314447031433491,0.0991287053405107,3.09721517181736,3,1.23954485947541,1.31379288402122,0.945113557600693,0.97164947511312,-0.0236108805779826,0.00168524114298045,1,"2014","South Asia","India","Lower middle income"
"Mexico","Mexico2010",NA,NA,NA,NA,NA,NA,NA,NA,0,11,0.545856193409794,0.544247839839984,0.745061861289951,0.940537106167486,0.915970845480403,1.02428497443709,2.16092862597409,7,0.0992691912616198,0.539097415058564,0.69227608535294,1.18255136064681,0.348522444432342,0.12950259378831,6.23480082218002,5,0.207660816235744,0.0230770833257794,1.017762880623,1.3525343295169,0.621985187605435,0.681875564198457,1.05901868450068,"2010","Latin America and Caribbean","Mexico","Upper middle income"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
