"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","yearOnly","region","countryDes","incomeLevel"
"Bangladesh","Bangladesh2013",NA,NA,NA,NA,NA,NA,NA,NA,0,2,2.10365550656804,2.10365550656804,0.444341952755693,0.628394415918446,0.0892455340482479,0.0924109435174186,1.26028730057515,11,2.8865010918531,2.96292047577662,0.373938193218863,0.365046822403791,0.110980041454209,0.137104085366455,1.97182030709159,4,2.0917913098441,2.07147862292734,0.182506596330275,0.164927202229915,-0.0183879951306752,-0.0593915637439349,1,"2013","South Asia","Bangladesh","Lower middle income"
"Bhutan","Bhutan2015",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,9,2.40419228491195,2.17501179159588,0.546611180342654,0.854267698959971,-0.00849249341612595,-0.00564329765541732,0.993009852491615,4,1.86997718446223,1.82023224607721,0.54144313103039,0.892101879198169,0.266862970834103,0.244664603267325,1.92941638615489,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2.22337351344119,2.23685428748569,0.35460570512855,0.394559696896998,0.0243745077293532,-0.00565050521126165,2.59518096762948,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Chile","Chile2010",NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,11,1.91403480097759,1.94340632593736,0.203489538393551,0.258787807215622,0.0608050765018634,0.0542718601165228,1.10161976443782,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"Egypt","Egypt2013",NA,NA,NA,NA,NA,NA,NA,NA,3,18,2.32843044697455,2.09253660745267,0.716216980568251,1.18465197513134,0.426095785797649,0.288171899138216,1.47841754702354,30,1.72503030463841,1.6468977586099,0.400328185501415,0.47084400654273,0.198021960666238,0.676161904335105,0.987456309137174,11,2.19316782552982,2.00581049417039,0.678516060173173,0.87165940614212,0.321479868820281,0.190710799723048,0.790960478566824,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"India","India2014",NA,NA,NA,NA,NA,NA,NA,NA,0,4,2.36969177867887,2.29051616691288,0.343687149871106,0.559369176554027,-0.0932779662359823,-0.157771245090336,0.357270099603113,42,2.66497374126546,2.51614421187401,0.552007141849827,0.684223091215918,-0.171031664370834,-0.0474364327361004,0.432930688040718,19,2.59065315354228,2.63997789527085,0.334826008332945,0.697879649669154,0.073844992934827,0.147628803963621,0.461513340106683,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,14,3.05926148626202,2.52643788295181,1.0926627514959,2.35275975064159,-0.213532076089382,-0.0529059221204104,1,4,1.8183706095989,2.07037839641204,1.09710721356122,1.52931834351908,0.152205366227649,-0.129386009947466,1.20939754771049,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Madagascar","Madagascar2013",NA,NA,NA,NA,NA,NA,NA,NA,2,5,0.672064252168255,0.581006634839019,0.26513502553658,0.189828272482735,-0.0167435035357655,-0.0173703458597066,0.9509085010524,4,0.722841036980273,1.15590884893056,0.982864784824736,1.50266164051498,0.424407894669719,0.615792236679757,7.21249164026827,10,0.256370798553448,0.327825188610803,0.264157836258005,0.525695824517552,0.0621253770577264,0.00246292553990123,1.4377452712958,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Russia","Russia2012",NA,NA,NA,NA,NA,NA,NA,NA,0,10,1.87718361067507,1.63314896739025,0.568424488267068,0.794939119106182,-0.0329397771641567,-0.0302303290534076,1.1,10,2.23063912504991,2.18031237577451,0.594524725912811,0.969111874912375,0.499705213440783,0.466285194656701,2.43438781783233,9,2.05216691970477,2.24558459938973,0.330145796568011,0.500607714413914,-0.0223118729675269,-0.0785020534496396,0.750590769338909,"2012","Europe and Central Asia","Russian Federation","High income"
"SriLanka","SriLanka2011",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,6,2.18979121918685,2.24211875662626,0.347194777306439,0.642327726635976,0.163223171941608,0.205425690365844,1.03339180525698,8,2.42109178741722,2.4682347966478,0.130830444722069,0.100221125998376,0.00314037600045341,0.00198020794382591,0.901350936160516,"2011","South Asia","Sri Lanka","Lower middle income"
