"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_Foreign","mean_Foreign","median_Foreign","sd_Foreign","iqr_Foreign","OPcov_Foreign","OPcovNoWeights_Foreign","indAlloc_Foreign","N_Domestic","mean_Domestic","median_Domestic","sd_Domestic","iqr_Domestic","OPcov_Domestic","OPcovNoWeights_Domestic","indAlloc_Domestic","yearOnly","region","countryDes","incomeLevel"
"Bangladesh","Bangladesh2013",NA,NA,NA,NA,NA,NA,NA,NA,0,53,0.0597531332259151,0.0467067816957664,0.453341177521146,0.481028951899555,-0.188580482912633,-0.155432755861805,1.05868237073258,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Chile","Chile2010",NA,NA,NA,NA,NA,NA,NA,NA,0,24,2.69478992648363,2.57554031208022,0.42502233020468,0.700915397532352,0.401231286312117,0.299478975577692,2.99740447262064,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Chile","High income"
"China","China2012",NA,NA,NA,NA,NA,NA,NA,NA,0,18,0.0828434464035099,0.05492056035193,0.405486994212748,0.472343646128516,0.115318179232301,0.195933733624015,0.209247157288629,NA,NA,NA,NA,NA,NA,NA,NA,"2012","East Asia and Pacific","China","Upper middle income"
"Egypt","Egypt2013",NA,NA,NA,NA,NA,NA,NA,NA,1,35,0.0152135357387738,0.0914168121215285,0.484947672106769,0.610500478380899,0.010689899415186,-0.0394430220307933,0.720720720442073,2,0.521316398147637,0.521316398147637,1.06925378045871,1.51215319794341,-0.306207131511831,-0.302430639588682,0.60817989182143,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"Ghana","Ghana2013",NA,NA,NA,NA,NA,NA,NA,NA,0,26,0.835117732304469,0.76557717534598,0.900926047553141,0.974491768532134,-0.210921109874414,-0.228350169424683,0.329067038065622,5,0.629487538959354,0.700367440755806,0.601930090875782,0.595775207122506,0.10298073940829,0.085474307747473,1.30461213292821,"2013","Sub-Saharan Africa","Ghana","Lower middle income"
"India","India2014",NA,NA,NA,NA,NA,NA,NA,NA,2,75,-0.207725918215351,-0.282399220440415,0.372813485839384,0.38625929592158,-0.0616674957252497,-0.0485832022243708,0.890844792751357,NA,NA,NA,NA,NA,NA,NA,NA,"2014","South Asia","India","Lower middle income"
"Jamaica","Jamaica2010",NA,NA,NA,NA,NA,NA,NA,NA,0,16,-0.412074099329199,-0.434393212561321,0.175988884333276,0.216080345762521,-0.124404713375577,-0.13903565674162,0.402781186564689,NA,NA,NA,NA,NA,NA,NA,NA,"2010","Latin America and Caribbean","Jamaica","Upper middle income"
"Nigeria","Nigeria2014",NA,NA,NA,NA,NA,NA,NA,NA,1,24,2.13708841016569,0.735870364444309,3.34283627847848,3.97517505991846,0.64273952113507,1.82130079805841,0.989588541244279,NA,NA,NA,NA,NA,NA,NA,NA,"2014","Sub-Saharan Africa","Nigeria","Lower middle income"
"Russia","Russia2012",NA,NA,NA,NA,NA,NA,NA,NA,7,26,2.41389730700797,2.45201393915991,0.154165135212811,0.171051481813969,0.0396514031194933,0.160545843516345,0.334619279898563,NA,NA,NA,NA,NA,NA,NA,NA,"2012","Europe and Central Asia","Russian Federation","High income"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
