"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_NonExporter","mean_NonExporter","median_NonExporter","sd_NonExporter","iqr_NonExporter","OPcov_NonExporter","OPcovNoWeights_NonExporter","indAlloc_NonExporter","N_Exporter","mean_Exporter","median_Exporter","sd_Exporter","iqr_Exporter","OPcov_Exporter","OPcovNoWeights_Exporter","indAlloc_Exporter","yearOnly","region","countryDes","incomeLevel"
"Bangladesh","Bangladesh2013",NA,NA,NA,NA,NA,NA,NA,NA,0,17,2.53643688061631,2.56030471815823,0.511996362951506,0.997440753411023,0.0329251285692185,0.0873504973500759,1.1597399509227,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Bangladesh","Lower middle income"
"Bhutan","Bhutan2015",NA,NA,NA,NA,NA,NA,NA,NA,0,14,2.21329431545096,2.22953141322143,0.527024402973721,0.853163709184624,0.0291392521951915,0.0318875188317514,1.36179685728128,2,2.13096297799063,2.13096297799063,0.128652373904442,0.181941932007156,0.0124450949981791,0.0129958522862254,1.19142126946603,"2015","South Asia","Bhutan","Lower middle income"
"Bih","Bih2013",NA,NA,NA,NA,NA,NA,NA,NA,1,6,3.31186451220606,3.36376708955405,0.709381819390083,0,-0.110158897844976,0.123563246180628,1,9,2.16845031318237,2.09878170540929,0.325490149773028,0.467466011747828,0.0287500741047894,-0.0221726524917,NA,"2013","Europe and Central Asia","Bosnia and Herzegovina","Upper middle income"
"Chile","Chile2010",NA,NA,NA,NA,NA,NA,NA,NA,0,14,2.10627548663001,2.03538950416209,0.434922113788074,0.831727899466763,-0.0278649986931724,-0.124110977416283,1.66130128514984,3,2.68500416778628,2.63165962837088,0.615589911338373,0.914290857613519,0.0640555967339421,0.0728886418920897,0.875,"2010","Latin America and Caribbean","Chile","High income"
"Egypt","Egypt2013",NA,NA,NA,NA,NA,NA,NA,NA,5,50,1.80921741551634,1.72826800465869,0.407745392849627,0.4509656288706,0.171094386255989,0.150216734054827,1.02073962334185,7,2.82200062652163,3.13256924396706,0.739412904083745,0.674592821392537,0.00979939104948198,0.283578953091805,0.92597487322246,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"India","India2014",NA,NA,NA,NA,NA,NA,NA,NA,0,59,2.60601035972671,2.51318135698689,0.479996958462459,0.767856840419734,-0.156724694496955,-0.0652154492699393,0.4,6,2.86527379504685,2.81742286601651,0.568466428441265,1.25302663668338,-0.0284199863110958,-0.0787759192123735,0.581163295410634,"2014","South Asia","India","Lower middle income"
"Indonesia","Indonesia2009",NA,NA,NA,NA,NA,NA,NA,NA,7,9,2.41735533318473,2.4017579828186,0.135650874426311,0.242564123278935,-0.014749953952159,0.0555636815523377,0.561176956853564,2,2.85007996147347,2.85007996147347,0.0115049884370338,0.0162705106825989,0.000678565807937184,0.000784120996751754,1.06283003684356,"2009","East Asia and Pacific","Indonesia","Lower middle income"
"Madagascar","Madagascar2013",NA,NA,NA,NA,NA,NA,NA,NA,0,18,0.49320784541164,0.428409839388769,0.627374708842639,0.802030866288326,0.256476216502231,0.155458870530284,1.16666666666667,3,0.807594578009036,0.521187093330337,0.6376885575426,1.08072430454073,-0.139307252911181,-0.0900345939038087,0.609918357199505,"2013","Sub-Saharan Africa","Madagascar","Low income"
"Russia","Russia2012",NA,NA,NA,NA,NA,NA,NA,NA,0,26,1.95071832836284,1.78368193818196,0.50023426485,0.750723445378032,0.0107056428158255,-0.0578393344417825,1.65799121967854,3,2.4234267543941,2.32591789020214,0.49603644845202,0.745968323598163,0.405390391937535,0.472466996474508,4.02085685048911,"2012","Europe and Central Asia","Russian Federation","High income"
"SriLanka","SriLanka2011",NA,NA,NA,NA,NA,NA,NA,NA,4,12,2.28120728219639,2.37624179842617,0.259748004101665,0.340878578429531,-0.000430760218015656,0.00616468110288064,0.857142857142857,NA,NA,NA,NA,NA,NA,NA,NA,"2011","South Asia","Sri Lanka","Lower middle income"
