"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_NonImporter","mean_NonImporter","median_NonImporter","sd_NonImporter","iqr_NonImporter","OPcov_NonImporter","OPcovNoWeights_NonImporter","indAlloc_NonImporter","N_Importer","mean_Importer","median_Importer","sd_Importer","iqr_Importer","OPcov_Importer","OPcovNoWeights_Importer","indAlloc_Importer","yearOnly","region","countryDes","incomeLevel"
"Bangladesh","Bangladesh2013",16,2.51937454850777,2.2192777866734,0.857372249955944,1.07238343677275,0.350319393573889,0.378891715228997,1.1343982987157,0,13,2.89265708484743,3.27610410036269,0.967758013865379,1.73144968883356,0.579652846243245,0.563670753541274,3.06080982176293,8,2.91535275274715,2.63280222388556,1.70602901660692,3.80006389454183,0.779030462711958,0.481501372171473,1.23009254774866,"2013","South Asia","Bangladesh","Lower middle income"
"China","China2012",57,2.23250798310229,2.20064313814728,0.509718328724485,0.62042272636447,0.0132434259644824,0.100062856803971,0.935317411135339,1,4,2.56213122168262,2.55677756955412,0.56862651005815,0.780720083869507,0.0303275284936959,0.181303549879092,1.08240214358045,3,1.58977610282224,1.594126156263,0.791219575279969,1.11146437913925,0.68766276932642,0.458626822623755,1.93693587862817,"2012","East Asia and Pacific","China","Upper middle income"
"Egypt","Egypt2013",27,1.54910047879485,1.47199558833325,0.91971679953214,1.19812009707386,-0.0416362512637307,-0.339854498898691,1.65010164562681,12,22,2.23097842828377,1.92713590079452,0.766331603321873,1.23069209475701,0.264904894862908,0.336963628692299,2.27272727272727,NA,NA,NA,NA,NA,NA,NA,NA,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"India","India2014",66,2.67356110142156,2.63452702561488,0.562969378843044,0.676558614519909,-0.00163013283929373,-0.00639944910666676,0.889446489182657,2,222,2.63375288400123,2.50844968061541,0.898689949779754,1.17799113183696,-0.0195453313925827,0.132299865812417,0.833245178449329,18,3.38626129685628,4.08719236172296,1.51407655611664,2.83494855822632,0.649946573044615,0.264307746643334,2.7209244367249,"2014","South Asia","India","Lower middle income"
"Nepal","Nepal2013",NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,11,-9.30155472805559,-9.13701062309291,0.6402912235132,1.14627820489391,-0.16933042607661,-0.180758731433354,0.346288845479293,"2013","South Asia","Nepal","Low income"
"Vietnam","Vietnam2009",9,1.88299209886723,1.62599271736831,0.619799967180576,1.09201109426434,-0.12931066855433,-0.203471571645852,1,1,5,2.57777563687199,2.48411454561454,0.655690323646525,0.657469486268486,-0.120239116382063,-0.0216354276635612,0.346712115808708,5,3.08831486473054,3.10716983237252,0.892110874692151,1.41250042142055,0.483135887726291,0.373743562873307,1.61696720998656,"2009","East Asia and Pacific","Vietnam","Lower middle income"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
