"countryOnly","country","N_NA","mean_NA","median_NA","sd_NA","iqr_NA","OPcov_NA","OPcovNoWeights_NA","indAlloc_NA","outliersOut","N_Old","mean_Old","median_Old","sd_Old","iqr_Old","OPcov_Old","OPcovNoWeights_Old","indAlloc_Old","N_Young","mean_Young","median_Young","sd_Young","iqr_Young","OPcov_Young","OPcovNoWeights_Young","indAlloc_Young","N_Mature","mean_Mature","median_Mature","sd_Mature","iqr_Mature","OPcov_Mature","OPcovNoWeights_Mature","indAlloc_Mature","yearOnly","region","countryDes","incomeLevel"
"Bangladesh","Bangladesh2013",NA,NA,NA,NA,NA,NA,NA,NA,1,18,1.50154300124061,1.36841716038335,0.468609018251054,0.303878419596725,0.19801215889193,0.233075024362752,2.56990144549122,4,0.989758968271715,1.17633874288381,0.712210655912178,0.399839817635153,-0.098951925903282,-0.034377398110089,0.660849780158043,11,1.36144006395887,1.34520122291183,0.442231511288824,0.435380693118468,0.109882299290827,0.107439523458615,1.21102315503648,"2013","South Asia","Bangladesh","Lower middle income"
"China","China2012",NA,NA,NA,NA,NA,NA,NA,NA,0,17,1.64127399941504,1.59504543754613,0.518385354967459,0.849051427766728,-0.0772094959550772,0.0663039860394085,0.742307837534609,4,1.25343555702478,1.24447357864435,0.1136832934804,0.150455748465689,0.0434416740644115,0.0227380460813994,0.499713239403814,42,1.34537559082411,1.25331032681904,0.364917985755394,0.524154795353482,0.059169249402902,0.385123632478644,1.16446508063598,"2012","East Asia and Pacific","China","Upper middle income"
"Egypt","Egypt2013",NA,NA,NA,NA,NA,NA,NA,NA,6,14,1.36091858695198,1.27670473781453,0.377734728768729,0.301863532665879,-0.165866805773346,-0.116235697964426,0.948424709855181,16,1.13545030567078,0.929579737059627,0.409835613354411,0.605472844053446,-0.0482665499860346,0.0904623268287921,0.35253378845698,23,1.11348286973033,1.07769404085749,0.435778628330105,0.542055237957944,0.337334606366027,0.301206449627278,0.762940005494637,"2013","Middle East and North Africa","Egypt, Arab Rep.","Lower middle income"
"India","India2014",NA,NA,NA,NA,NA,NA,NA,NA,6,127,1.4338482514812,1.35761969863556,0.416391979104902,0.447622987001933,-0.144621244370416,0.0277051574385127,0.234862817157096,48,1.2264463759067,1.17231012821524,0.321596674599095,0.330390702824072,0.0192315071758317,0.0733161669785665,1.07535967265336,126,1.4246990158154,1.31921404806791,0.497464549412061,0.77049334929767,0.00327268872053932,0.0338479390897892,0.986777459307397,"2014","South Asia","India","Lower middle income"
"Nepal","Nepal2013",NA,NA,NA,NA,NA,NA,NA,NA,5,10,-1.07118888319713,-1.08163979196056,0.249194904349601,0.280503916144324,0.115413527533895,0.0781555451928833,0.401237765905055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","South Asia","Nepal","Low income"
"Vietnam","Vietnam2009",NA,NA,NA,NA,NA,NA,NA,NA,2,4,0.720892840002305,0.717538409045329,0.733110488970861,0.910151034661173,0.506994241761649,0.429601553851722,7.15271872948129,NA,NA,NA,NA,NA,NA,NA,NA,12,1.37161914431294,1.15591145156397,0.638046647105278,0.977929430878525,0.00775346718865205,0.0309448651737956,1.04297065843337,"2009","East Asia and Pacific","Vietnam","Lower middle income"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
